review_description,rating
السلام عليكم ورحمة الله وبركاته اريد اكون مندوب توصيل كيف خطوات العمل معاكم مع تمنياتي لكم بالتقدم والازدهار,1
انمممنوت,-1
تجربة سيئة جدا مع خدمة التوصيل الغير منضبطة لا بالتوقيت ولا الصدق مع العميل ولا اتمنى تكرار تجربة انتظار لأكثر من ساعتين ونصف لوجبة من مطعم لا يبعد اكثر من 5 دقائق من المنزل .,-1
التطبيق شكله مرره حلو بس لو كان فيه توصيل ل سبت العلايا قريبه من بيشه السعوديه كان الى   طلبا كل شوي,1
عقبال المفطحات,1
جميل جداً,1
Muneera♡♡,-1
من أسوأ التجارب من الناحية التجاريه كصاحبة مطعم غير صادقين بالتعامل عند اي اتفاق تم بيننا والحسابات بتتم بين الشركاء بالوقت المناسب الهم لا انصح اي صاحب مطعم بالاشتراك معاهم حاليا الى ان يطورو بانفسهم,-1
best application,1
موقع سيء جدا لا عارف اتواصل مع السائق ولا الاداره ولا اتابع الاوردر وللخدمه سيئة و الاوردر متأخر جدا,-1
الطلبات بطيء,-1
تطبيق فاشل بجدارة اثناء التسجيل يرفض التسجيل وتظهر رسالة بيانات غير صحيحة ولا يرسل كود التفعيل لا يستحق حتي نجمة,-1
ليس على جميع الدول,-1
واو حلو,1
حلوة جدا,1
اكثر من رائع و عروضه ممتازة,1
منتااز جداً,1
التطبيق رائع ولكن العروض قليله جدا في محافظه مثل بورسعيد وكل التركيز على القاهره والمحافظات الاخرى,1
طريق 4619  عراد 246,1
ممتاز بس لازم يكترو عروض وتخفيضات خاصة,1
توفير الوقت وسهولة الاستخدام,1
افضل تطبيق على الاطلاق :-),1
تمام ممتاز,1
ممكن اعرف فى توصيل من التجمع الخامس لجامعة القاهرة فرع زايد و العوده منها و لا لأ ؟,0
انا نزلت التطبيق ومسحته تاني عشان مش عارفه اتعامل معاه وكمان اللي فهمته ان اقرب محطه ليا هتكون بعيده يعني لازم اركب لها وهينزلني في محطه بعيده برضو عن الشغل اومال انا عايزه اشترك ليه ما عشان اوفر على نفسي كذا مواصله او اني امشي مسافات طويله فواضح انه لطبقه معينه وفي مناطق معينه,-1
مقاطعه,-1
ما صار معي,1
حلو بس البيك محسلت,-1
جميل بس فيه مشكله انه يتاخر,0
احلى مافيه ..عرض المنيو للمطاعم,1
لازم اتعالجو مشكلة الوقت قبل ما يفشل التطبيق,0
جميل جداوأحلي برنامج,1
مع التحديث الجديد رائع,1
"سيئه جدا ومن اسوء الخدمات والسائق لم يتواصل في نقطة الالتقاء وتغير السيارة بسيارة اخرى وعدم إعادة الثقة مرة اخرى ولدى المحادثه كامله بين الإدارة
",-1
فكره بطله اهنيه صاحب الفكره,1
أعجبني جداً وسريع,1
خدمات ممتازة وكابتن محترم,1
اقول بلا كسل وهبل اطبخي لنفسك احسن لك ولااسرتك,-1
مشكلتكم انكم مبتوصلوش لكل الاماكن وده وضع سيئ للاسف,-1
خلف حارة المظلوم,1
زباله زباله زباله مفيد للشركه فقط مش للافراد,-1
لية مافيش توصيل لعندي مع انه منطقة حيوية,-1
جمعية شهداء الخير,1
جميل جدا,1
ليش كل مناطق شي ماعاد عبري ليش لوسمحتوا سووى عبري,-1
جميل جدددددا,1
صصث,1
برنامج فاشل مافيه عروض تستاحل انك تحمله انا بحذفه,-1
حلو التطبيق حيييلللل,1
احب هذا تطبيق وقت الضروره,1
كابيتر هى المستقبل,1
Waw,1
لايعجبني بسبب اول يوم نزلت تطبيق رسوم توصيل كتير اما ديلفيروي اول حساب اول 14 او 15 يوم توصيل.مجانا اذا توصيل مجانا فتره جميل جميل,-1
تطبيق ممتاز ورائع في سهولة العثور على المطاعم واستعراض الطلبات والاختيار والسرعة في التجاوب وتنفيذ الطلب اتمنى لكم مزيدا من التطور والتوفيق,1
"شركه جيده لخدمه تجار البقاله ، والتى تستخدم عروض وخصومات للانتشار والتوسع وهو عباره عن ابليكشن لطلب المنتجات جمله ، والشركه تتعامل لفتره فى السوق مما يسمح لها لخلق مناخ جيد لتجار الجمله عن طريق الابليكشن",0
روعه ويسهل عالناس الي مالها خلق تطلع,1
للأسف مش قوي 😔 اول مرة استخدمه النهارده طلب العرض ١ + ١ وجبة كفتة من الحاتي جالي الوجبة لا تكفي لإشباع بني آدم ٣ كفتات صغيرين وشوية رز صغيرين جدا ما يشبعوش طفل غير طبعا ان كلمني الكول سنتر يسألني على العنوان اللي انا كاتبه تفصيلي وبيقولي مش ظاهر عندي وكمان طلبت ٢ كولا جالي ٢ اسبرايت 😂😂😂 حمدت ربنا انه ماجبليش فراخ بدل الكفتة 🙈 في انتظار التركيز شوية وتصحيح الأخطاء الصغيرة ومش معنى إني طالب عرض انه يتحطلي فتافيت أكل عشان انا مش بصوصو🐥🐥🐥,0
خدمة جيدة ولكن اسعار غير مناسبة لأى طبقة وغيرملائمة لمواصفات اعلان سوفيل وهذا الشى كذب وليس حقيقة لأن الاسعار أعلى. من المتوقع بكتير ارجو من ادارة الشركة الاهتمام بتقدم سوفيل قبل أن تنهار من الوضع الغيرر مناسب لها الان انا من مستخدمين سوفيل انا و10من اصدقائى قررنا الانسحاب من الشركة لعدم تقدمها ف ارض الواقع وتسعيرتهم عالية للغاية وإذا قدمت شكوى لن يتم مرجعتها,-1
سهل وايد,1
اا يعجبني لانه لايوجد توصيل لقرية قديد القريبه من المدينه اتمنى توفير ذالك,-1
جزاكم ربي كل خير,1
مصداقية واهتمام بأراء العملاء وسهولة التطبيق,1
جامد والله العظيم,1
شركة قائمة على امتصاص دماء موظفيها,-1
اسوء تجربه اكل فى حياتي هو انا مش عارفه العيب فيهم ولا فى المطعم اللي هو كان كنتاكي بس حرفيا كان جايب اكل بايت البطاطس كان طعمها وحش جدا وبايته والاكل بارد مع ان البيبسي كان ثلج معني كدا ان التوصيل متاخرش؟؟؟؟؟ الاكل كان طعمه سئ جدا وغالبا المطاعم بتقصد تحط الاكل البايت والقديم فى الاوردرات,-1
abood alen3ze,1
براحه ممتاز,1
للاسف الطلب عبر التطبيقات دائما سيئ و لاتجد الاهتمام من المطاعم يهمهم رسوم التوصيل التي صارات اكثر من قيمة الطلب نفسه,-1
كيكه,-1
جميل جدا اشكركم على التطبيق,1
ازن يش في العالم,1
تطبيق رائع جدا جدا🤌💗,1
مش عايز يفتح كل ما يقولو هنبعتلك كوود مش بتبعتو حاجه,-1
البرنامج حلو جدا ومفيد ولأكن المشكلة أن في مطاعم حلو جدا برا بس مش موجودة للأسف أتمني تحطوها,1
يا جماعه حرام في سلبيات بتحصل تضايق وتخلينى ما استخدمش الابلكيشن تانى السائق يسيبنى ويمشي ويتصل بيا بعد ما مشي ب 7 دقائق وانا حاجز رحله مشوارها ساعه وسائق مش محترف حاولت اتصل بيا مش عارف اوصله من ع الابلكيشن برجاء معالجه الامر سريعا وياريت تمن الرحله الي اتخصم من عليا يرجع تانى هو ورحله وشكرا,-1
التطبيق فيه مشكلة لا يتم تنزيله وفى كل مرة رسالة تعذر تثبيت التطبيق مع العلم تم تحميل أكتر من تطبيق غيره للتأكد من صلاحية حسابى على جوجل بلاى..طبعا لو ينفع بدون النجمة كنت عملت من غيرها,-1
لا اروع,1
ممتلز,1
تطبيق ابن كالب رمه وشركه بنت وسخه,-1
نسيم الحياة جيد ا,1
ياريت يكون في مواعيد رحلات شبرا للمعادي والعكس اكتر من كده,1
تطبيق راىع,1
ؤنلتتبتيتيلتيشنسيتاتلتتثتف,1
دايما الطلب يتاخر والاكل يجي بارد !,-1
Fantastic news of the world cup,1
الله يلعنهم ينغول تخسير رصيدو غش اطلب لقبم غاليه واجد الى ثلثين ريا معهم بخمسين ريال,-1
عطيته خمسه,1
خدمة ولا اروع بارك الله فيكم. التوصيل في الوقت المحدد 🌹🌹🌹,1
لا يوجد توصيل,-1
تطبيق جميل سهل الاستخدام ويوفر الجهد يمكن لاين كان استخدامه في اي مكان اعجبني جدا,1
انا بقترح عليكم انك تشتغلو سيارات ملاكي زي اوبر وكريم وتكونو منافس قوي ليهم هتنجحو جدا ياريت تهتمو بالتعليق بتاعي الناس زهقت من اوبر وكريم,1
تبابت,1
مدري جماعه شنو مشكلة ملهم بس والله كل يوم اطلب أكلات يجيني ب وقت محدد يجي عند بيتك شتريد بعد يستاهل والله الف نجمه ♥️,1
